"perm_score","actual_score","actual_score_rank","pos_perm_coef","neg_perm_coef"
0.03200566442657842,0.1873066698413341,1,0.9836847211084799,-1.0203774678209514
-0.06942926983505693,0.1873066698413341,1,0.9345450603401125,-0.9851321843861142
-0.07998389912712157,0.1873066698413341,1,0.8696721312788177,-0.9280769172792328
-0.09546488585826962,0.1873066698413341,1,0.8247834085578641,-0.8627179880888439
-0.14845780895645216,0.1873066698413341,1,0.8190398164714288,-0.8468986149847152
-0.1590971252959837,0.1873066698413341,1,0.8072955474310368,-0.8360245829787645
-0.19083611570825526,0.1873066698413341,1,0.7943988514370072,-0.8359550487465687
-0.20254708736398597,0.1873066698413341,1,0.7904318141403217,-0.8244271435587129
-0.20574605098177834,0.1873066698413341,1,0.7882812798065117,-0.8174084681517304
-0.20835867636161617,0.1873066698413341,1,0.7852554947599212,-0.8158638276569278
-0.21251003801407203,0.1873066698413341,1,0.7799104998294863,-0.8107442856360478
-0.21872570925885107,0.1873066698413341,1,0.7774540611563378,-0.8043131147310948
-0.2238563656132853,0.1873066698413341,1,0.7769373127753205,-0.7963535055844279
-0.2284886736556841,0.1873066698413341,1,0.7513341658340627,-0.7935092538066634
-0.24375868459405267,0.1873066698413341,1,0.7456582483616687,-0.7906475410638887
-0.2774466481911882,0.1873066698413341,1,0.7455543623826077,-0.7873435712162176
-0.2825775991475151,0.1873066698413341,1,0.7436720597674845,-0.7708590784291968
-0.2923821199255381,0.1873066698413341,1,0.7363805449171009,-0.7695382260709402
-0.3009561214503122,0.1873066698413341,1,0.734648751489199,-0.7678205579453288
-0.300992451059738,0.1873066698413341,1,0.7320634157080458,-0.7630024223141496
-0.312803966978341,0.1873066698413341,1,0.7289980132789622,-0.7561258551978974
-0.31325448023390245,0.1873066698413341,1,0.7264344767743606,-0.7546592088840485
-0.3158310484411212,0.1873066698413341,1,0.7261390338875914,-0.7534786621829599
-0.3160488301243356,0.1873066698413341,1,0.7212801211824218,-0.740458211350009
-0.32544824142252915,0.1873066698413341,1,0.7212106826061914,-0.7398510618859453
-0.3402788192861912,0.1873066698413341,1,0.7102326763139863,-0.7365237228033633
-0.344100035221711,0.1873066698413341,1,0.6990148567696733,-0.7306487858680234
-0.3470318335105533,0.1873066698413341,1,0.697878694266381,-0.7295501185035961
-0.34907994551119315,0.1873066698413341,1,0.6965277332751302,-0.7200074991276042
-0.3521084119325433,0.1873066698413341,1,0.6954778730242975,-0.7192707134431381
-0.352165236253503,0.1873066698413341,1,0.6945195974341567,-0.7178592906215672
-0.35486745870586256,0.1873066698413341,1,0.6925328847168316,-0.7147976556985103
-0.3551330531098696,0.1873066698413341,1,0.6911424768119466,-0.7121577974189912
-0.35617111528749723,0.1873066698413341,1,0.6904883258095921,-0.7110895094861921
-0.35677652729422704,0.1873066698413341,1,0.6868031599319333,-0.7077843462493684
-0.3584459095887321,0.1873066698413341,1,0.6857984118089986,-0.7062608878550476
-0.3669751714426952,0.1873066698413341,1,0.682674963221045,-0.6990131222163352
-0.37400044512866815,0.1873066698413341,1,0.681793392717902,-0.6946762197025604
-0.37434125963517795,0.1873066698413341,1,0.6812518961556855,-0.6888262032053789
-0.3889697237276376,0.1873066698413341,1,0.6797145224580853,-0.6886662115842525
-0.390677717668909,0.1873066698413341,1,0.6795001082296248,-0.6859727991364315
-0.3981867901305893,0.1873066698413341,1,0.6775506359646069,-0.6829710660676125
-0.4001028864110569,0.1873066698413341,1,0.6704678876028543,-0.6824019195710912
-0.40668799305598236,0.1873066698413341,1,0.6654480875171392,-0.6817723624239429
-0.41434770316287567,0.1873066698413341,1,0.6637333577311738,-0.6788459009429452
-0.41764805227154284,0.1873066698413341,1,0.6616058848080854,-0.6776445414058322
-0.442088505940077,0.1873066698413341,1,0.6591204515251733,-0.6771619967253653
-0.4510021391238405,0.1873066698413341,1,0.6555956490674526,-0.6726949090963494
-0.45434761969303655,0.1873066698413341,1,0.6536700685492657,-0.6721605477191378
-0.4548566727431428,0.1873066698413341,1,0.6502709328676768,-0.6704282559348773
-0.46327039653057184,0.1873066698413341,1,0.6493515126756131,-0.6670502920306801
-0.46477787195251286,0.1873066698413341,1,0.6463192071324845,-0.6651612987674532
-0.4770036976965581,0.1873066698413341,1,0.6442052627663719,-0.6598238198881979
-0.4972171074959425,0.1873066698413341,1,0.6429334248334084,-0.6573602099509139
-0.49784877988176446,0.1873066698413341,1,0.6426095036288666,-0.6550350160728905
-0.5003301705148314,0.1873066698413341,1,0.6417712074742771,-0.6500384485459054
-0.5022503092571808,0.1873066698413341,1,0.6414619554922094,-0.6497677945837641
-0.5029156099729193,0.1873066698413341,1,0.6398832761218436,-0.6463770216062288
-0.5072006494364578,0.1873066698413341,1,0.6377916101027511,-0.6463049710948457
-0.5104758630502831,0.1873066698413341,1,0.6377007191587942,-0.6439223057974666
-0.5161597953442201,0.1873066698413341,1,0.6261048426140264,-0.6376164108948034
-0.5281889432852616,0.1873066698413341,1,0.624210671649533,-0.6373183005677198
-0.5338439979992881,0.1873066698413341,1,0.6221418126589027,-0.6372993516494783
-0.5679994302138982,0.1873066698413341,1,0.618897854583046,-0.635175325380525
-0.5708503806798562,0.1873066698413341,1,0.6170126906734512,-0.6340988956634814
-0.5777995588555909,0.1873066698413341,1,0.6084803084577379,-0.6276587811768057
-0.577992479429047,0.1873066698413341,1,0.6065789357586012,-0.6254332860119107
-0.5789209728201871,0.1873066698413341,1,0.6040677561510106,-0.6251797552975786
-0.595065932765245,0.1873066698413341,1,0.5991458143142584,-0.6230031948018117
-0.5988055334257951,0.1873066698413341,1,0.5913614495056019,-0.6154869602100351
-0.6053668959537011,0.1873066698413341,1,0.590848062603121,-0.6148094169162154
-0.6110319034556151,0.1873066698413341,1,0.590555975961292,-0.61190067519614
-0.6122173926257495,0.1873066698413341,1,0.5894150484283236,-0.6098197911595733
-0.620797657119358,0.1873066698413341,1,0.5877705771335558,-0.6054275204254169
-0.6286953267830496,0.1873066698413341,1,0.5823189506895795,-0.6036279433119199
-0.638604443298951,0.1873066698413341,1,0.5821400661965819,-0.6005869713306383
-0.6409095776582742,0.1873066698413341,1,0.5806334523540608,-0.5994842447079716
-0.6658692137740652,0.1873066698413341,1,0.5790699874010216,-0.5950982172947061
-0.6664335795773181,0.1873066698413341,1,0.5788620514181295,-0.591916616601987
-0.6761768841160994,0.1873066698413341,1,0.5783777121039445,-0.5881045632487453
-0.6817935284742177,0.1873066698413341,1,0.578049336350093,-0.5859059452117519
-0.688043946497029,0.1873066698413341,1,0.5776280672711025,-0.5791662665752703
-0.6917971962802237,0.1873066698413341,1,0.5725883146343027,-0.5778989925655951
-0.696140447333116,0.1873066698413341,1,0.5722982061196029,-0.5766846430656298
-0.6989448131578068,0.1873066698413341,1,0.5670718472892402,-0.5742226856045805
-0.7023707478454818,0.1873066698413341,1,0.5667026602766706,-0.5655384710547349
-0.7048101756142106,0.1873066698413341,1,0.5641410368659316,-0.5631199867788759
-0.7196813841728605,0.1873066698413341,1,0.5634066887024116,-0.5628923165433494
-0.7202931767849866,0.1873066698413341,1,0.5522069736213401,-0.561138949518777
-0.7309610184572535,0.1873066698413341,1,0.5521689514386675,-0.5534907645666988
-0.7334800227320887,0.1873066698413341,1,0.5517248448157902,-0.54644341175828
-0.7365308891599517,0.1873066698413341,1,0.5492669444653666,-0.5431552992442811
-0.7652622436109503,0.1873066698413341,1,0.5473082330343886,-0.5401146738930296
-0.7799373540357749,0.1873066698413341,1,0.5429046831671237,-0.5392770011565197
-0.7876859409028749,0.1873066698413341,1,0.5423597226004586,-0.5373377990125623
-0.8739356403141533,0.1873066698413341,1,0.5397249971976282,-0.5356573866055077
-0.890708596346199,0.1873066698413341,1,0.5392732893047802,-0.5315038726308061
-0.9145631286879298,0.1873066698413341,1,0.5361142336849993,-0.5288145465188389
-0.9373655932059711,0.1873066698413341,1,0.5154222848867734,-0.5224780777716056
-0.9542537629467988,0.1873066698413341,1,0.4521056581029702,-0.515980978451965
